OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityStartDate,ProjectIdentifier,ProjectName,MonitoringLocationIdentifier,MonitoringLocationName,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultCommentText,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
SAN,Schuylkill Action Network (Pennsylvania),SAN-AB36664-2-20070621-0,Sample,6/21/2007,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065210735.0000000000,,Zinc,Total,0.13,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AB36664-2-20070621-0,Sample,6/21/2007,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065210747.0000000000,*Non-detect,Copper,Dissolved,,,,200.8(W),USEPA,,,,,,0.05,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AB36664-2-20070621-0,Sample,6/21/2007,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065210755.0000000000,*Non-detect,Lead,Dissolved,,,,200.8(W),USEPA,,,,,,2,ug/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AB36664-2-20070621-0,Sample,6/21/2007,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065210744.0000000000,,Aluminum,Dissolved,0.38,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AB36664-2-20070621-0,Sample,6/21/2007,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065210743.0000000000,,Aluminum,Total,0.86,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AB36664-2-20070621-0,Sample,6/21/2007,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065210746.0000000000,*Non-detect,Chloride,Total,,,,300(A),USEPA,,,,,,10,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AB36664-2-20070621-0,Sample,6/21/2007,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065210731.0000000000,*Non-detect,Sodium,Total,,,,3111-B,APHA,,,,,,2.5,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AB36664-2-20070621-0,Sample,6/21/2007,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065210750.0000000000,*Non-detect,Fluoride,Total,,,,300(A),USEPA,,,,,,0.5,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AB36664-2-20070621-0,Sample,6/21/2007,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065210745.0000000000,,Calcium,,7.9,mg/l,,3500-CA(D),APHA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AB36664-2-20070621-0,Sample,6/21/2007,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065210733.0000000000,,Sulfate as SO4,,51,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-AB36664-2-20070621-0,Sample,6/21/2007,REEVE2,,SAN-REEV2IN,,,,AQUA,AQUA,AQUA,,Unknown,STORET-100065210756.0000000000,*Non-detect,Lithium,Total,,,,3111-B,APHA,,,,,,0.25,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0706210063-1-20070621-0,Sample,6/21/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210668.0000000000,,Iron,Total,5.95,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0706210063-1-20070621-0,Sample,6/21/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210669.0000000000,,Iron,Dissolved,5.43,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0706210063-1-20070621-0,Sample,6/21/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210671.0000000000,,Manganese,Total,2.38,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0706210063-1-20070621-0,Sample,6/21/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210672.0000000000,,Manganese,Dissolved,2.4,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0706210063-1-20070621-0,Sample,6/21/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210684.0000000000,,Cadmium,Total,0,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0706210063-1-20070621-0,Sample,6/21/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210689.0000000000,,Zinc,Total,0.107,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0706210063-1-20070621-0,Sample,6/21/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210670.0000000000,,Magnesium,Total,39,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0706210063-1-20070621-0,Sample,6/21/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210688.0000000000,,Lead,Total,0,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0706210063-1-20070621-0,Sample,6/21/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210683.0000000000,,Aluminum,Dissolved,0.163,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0706210063-1-20070621-0,Sample,6/21/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210687.0000000000,,Aluminum,Total,0.536,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0706210063-1-20070621-0,Sample,6/21/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210685.0000000000,,Cadmium,Dissolved,0,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0706210063-1-20070621-0,Sample,6/21/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210690.0000000000,,Copper,Total,0.003,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0706210063-1-20070621-0,Sample,6/21/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210665.0000000000,,Chloride,Total,12.1,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0706210063-1-20070621-0,Sample,6/21/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210674.0000000000,,Sodium,Total,7.84,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0706210063-1-20070621-0,Sample,6/21/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210667.0000000000,,Fluoride,Total,0.122,mg/l,,4500-F-C,APHA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0706210063-1-20070621-0,Sample,6/21/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210676.0000000000,,Sulfate as SO4,,225.4,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0706210063-1-20070621-0,Sample,6/21/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210664.0000000000,*Non-detect,Bromide,,,,,300(A),USEPA,,,,,,0.05,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200061-1-20070920-0,Sample,9/20/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210998.0000000000,,Iron,Dissolved,16.3,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200061-1-20070920-0,Sample,9/20/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210995.0000000000,,Manganese,Dissolved,4.61,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200061-1-20070920-0,Sample,9/20/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065211000.0000000000,,Magnesium,Total,56,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200061-1-20070920-0,Sample,9/20/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065211004.0000000000,*Non-detect,Cadmium,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200061-1-20070920-0,Sample,9/20/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210999.0000000000,*Non-detect,Lead,Total,,,,200.8(W),USEPA,,,,,,0.003,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200061-1-20070920-0,Sample,9/20/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065211003.0000000000,*Non-detect,Copper,Total,,,,200.8(W),USEPA,,,,,,0.003,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200061-1-20070920-0,Sample,9/20/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210996.0000000000,,Fluoride,Total,0.156,mg/l,,4500-F-C,APHA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200061-1-20070920-0,Sample,9/20/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065211009.0000000000,,Aluminum,Dissolved,0.158,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200061-1-20070920-0,Sample,9/20/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210994.0000000000,,Manganese,Total,4.62,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200061-1-20070920-0,Sample,9/20/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065211005.0000000000,*Non-detect,Cadmium,Dissolved,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200061-1-20070920-0,Sample,9/20/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210997.0000000000,,Iron,Total,16.2,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200061-1-20070920-0,Sample,9/20/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065211008.0000000000,,Aluminum,Total,0.233,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200061-1-20070920-0,Sample,9/20/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065211001.0000000000,,Chloride,Total,5.2,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200061-1-20070920-0,Sample,9/20/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210993.0000000000,,Sodium,Total,4.86,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200061-1-20070920-0,Sample,9/20/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065211015.0000000000,,Sulfate as SO4,,340.1,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200061-1-20070920-0,Sample,9/20/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065211010.0000000000,*Non-detect,Bromide,,,,,300(A),USEPA,,,,,,0.05,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200060-1-20070920-0,Sample,9/20/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210978.0000000000,,Iron,Dissolved,7.11,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200060-1-20070920-0,Sample,9/20/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210977.0000000000,,Iron,Total,8.86,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200060-1-20070920-0,Sample,9/20/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210981.0000000000,,Manganese,Total,2.7,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200060-1-20070920-0,Sample,9/20/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210982.0000000000,,Manganese,Dissolved,2.73,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200060-1-20070920-0,Sample,9/20/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210980.0000000000,,Magnesium,Total,41.2,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200060-1-20070920-0,Sample,9/20/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210979.0000000000,*Non-detect,Lead,Total,,,,200.8(W),USEPA,,,,,,0.003,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200060-1-20070920-0,Sample,9/20/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210973.0000000000,,Sodium,Total,7.5,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200060-1-20070920-0,Sample,9/20/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210962.0000000000,*Non-detect,Cadmium,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200060-1-20070920-0,Sample,9/20/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210983.0000000000,*Non-detect,Cadmium,Dissolved,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200060-1-20070920-0,Sample,9/20/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210966.0000000000,,Aluminum,Total,0.536,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200060-1-20070920-0,Sample,9/20/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210986.0000000000,*Non-detect,Copper,Total,,,,200.8(W),USEPA,,,,,,0.003,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200060-1-20070920-0,Sample,9/20/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210963.0000000000,,Aluminum,Dissolved,0.11,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200060-1-20070920-0,Sample,9/20/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210984.0000000000,,Chloride,Total,12.3,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200060-1-20070920-0,Sample,9/20/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210987.0000000000,,Fluoride,Total,0.157,mg/l,,4500-F-C,APHA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200060-1-20070920-0,Sample,9/20/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210975.0000000000,,Sulfate as SO4,,236.6,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0709200060-1-20070920-0,Sample,9/20/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210961.0000000000,*Non-detect,Bromide,,,,,300(A),USEPA,,,,,,0.05,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140044-1-20071213-0,Sample,12/13/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210844.0000000000,,Iron,Dissolved,18.2,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140044-1-20071213-0,Sample,12/13/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210836.0000000000,,Manganese,Dissolved,4.66,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140044-1-20071213-0,Sample,12/13/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210835.0000000000,,Manganese,Total,4.76,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140044-1-20071213-0,Sample,12/13/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210845.0000000000,*Non-detect,Lead,Total,,,,200.8(W),USEPA,,,,,,0.003,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140044-1-20071213-0,Sample,12/13/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210851.0000000000,,Iron,Total,17.6,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140044-1-20071213-0,Sample,12/13/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210847.0000000000,,Chloride,Total,5.5,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140044-1-20071213-0,Sample,12/13/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210846.0000000000,,Magnesium,Total,56.8,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140044-1-20071213-0,Sample,12/13/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210850.0000000000,*Non-detect,Fluoride,Total,,,,4500-F-C,APHA,,,,,,0.1,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140044-1-20071213-0,Sample,12/13/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210855.0000000000,*Non-detect,Cadmium,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140044-1-20071213-0,Sample,12/13/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210856.0000000000,*Non-detect,Cadmium,Dissolved,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140044-1-20071213-0,Sample,12/13/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210852.0000000000,,Aluminum,Total,0.248,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140044-1-20071213-0,Sample,12/13/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210853.0000000000,,Aluminum,Dissolved,0.179,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140044-1-20071213-0,Sample,12/13/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210842.0000000000,,Zinc,Total,0.091,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140044-1-20071213-0,Sample,12/13/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210849.0000000000,*Non-detect,Copper,Total,,,,200.8(W),USEPA,,,,,,0.003,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140044-1-20071213-0,Sample,12/13/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210838.0000000000,,Sodium,Total,5.05,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140044-1-20071213-0,Sample,12/13/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210840.0000000000,,Sulfate as SO4,,377.3,mg/l,,300(A),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140044-1-20071213-0,Sample,12/13/2007,PINFOR,,SAN-PINFIN,,,,PWD,PWD,PWD,,Unknown,STORET-100065210854.0000000000,*Non-detect,Bromide,,,,,300(A),USEPA,,,,,,0.05,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140042-1-20071213-0,Sample,12/13/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210804.0000000000,,Manganese,Total,2.82,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140042-1-20071213-0,Sample,12/13/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210823.0000000000,*Non-detect,Cadmium,Dissolved,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140042-1-20071213-0,Sample,12/13/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210802.0000000000,*Non-detect,Lead,Total,,,,200.8(W),USEPA,,,,,,0.003,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140042-1-20071213-0,Sample,12/13/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210811.0000000000,,Zinc,Total,0.194,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140042-1-20071213-0,Sample,12/13/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210826.0000000000,,Copper,Total,0.006,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140042-1-20071213-0,Sample,12/13/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210801.0000000000,,Iron,Dissolved,5.99,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140042-1-20071213-0,Sample,12/13/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210828.0000000000,,Iron,Total,6.58,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140042-1-20071213-0,Sample,12/13/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210803.0000000000,,Magnesium,Total,44.6,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140042-1-20071213-0,Sample,12/13/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210807.0000000000,,Sodium,Total,8.13,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140042-1-20071213-0,Sample,12/13/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210827.0000000000,*Non-detect,Fluoride,Total,,,,4500-F-C,APHA,,,,,,0.1,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140042-1-20071213-0,Sample,12/13/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210822.0000000000,*Non-detect,Cadmium,Total,,,,200.8(W),USEPA,,,,,,0.001,mg/l,,,STORET
SAN,Schuylkill Action Network (Pennsylvania),SAN-P0712140042-1-20071213-0,Sample,12/13/2007,PKNTDIS,,SAN-PKNTDIS,,,,PWD,PWD,PWD,,Unknown,STORET-100065210805.0000000000,,Manganese,Dissolved,2.8,mg/l,,200.8(W),USEPA,,,,,,,,,,STORET
